name,business_id,reviews/total,location/latitude,location/longitude,location/address,stars,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5
The Coconut Club,y8XIzVLegx1UJ0ON1IpWmw,3,33.425938,-111.940346,"414 S Mill
Ste 205
Tempe, AZ 85281",1,Bars,Nightlife,Dance Clubs,,,
Rock-n-Taco,uTW9SVXqxgjbnCTlEf9ONw,6,33.4656925,-111.9893269,"4310 E McDowell Rd
Phoenix, AZ 85008",3.5,Mexican,Restaurants,,,,
Surprise Pediatrics,nPi8CnRSM5o62mtPIjhZUw,6,33.637391,-112.3668873,"14239 W Bell Rd
Ste 112
Surprise, AZ 85374",4,Doctors,Health & Medical,Pediatricians,,,
La Quinta,ldsuDySK7swMqf_7BMK59A,4,33.4795094,-112.1125311,"2725 N Black Canyon Hwy
Phoenix, AZ 85009",2.5,Hotels & Travel,Event Planning & Services,Hotels,,,
Kohl's Department Stores,Y9wyhP64t5IWJxoLrUV5Dg,7,33.619169,-111.894502,"8680 E Raintree Dr
Scottsdale, AZ 85260",3,Women's Clothing,Men's Clothing,Fashion,Shopping,Shoe Stores,
Corbin's Bar and Grill,UScgPn6pIHuOmQJTsZQIOg,106,33.563845,-112.073533,"8729 N Central Ave
Phoenix, AZ 85020",4,Food,"Beer, Wine & Spirits",American (Traditional),Restaurants,,
Apricot Lounge Salon,qBMslmfX1c_Rs2WlykR-mg,4,33.49938,-111.923256,"7329 E Stetson Dr
Ste 19
Scottsdale, AZ 85251",5,Hair Salons,Hair Removal,Beauty & Spas,,,
K & C Hobbies,Ph7mUPRBOICljbN9f9VtVQ,3,33.350694,-111.755096,"29 N Val Vista Dr
Ste 102
Gilbert, AZ 85234",4,Hobby Shops,Shopping,,,,
Sprint,0u0I_UUbsE6kc9so_WlBRQ,7,33.4796486,-111.9868485,"4423 E Thomas Rd Ste A
Phoenix, AZ 85018",3,Shopping,Mobile Phones,,,,
Angelo's Lounge,wrmZqOF6YAE6Dw-QWAoMLQ,3,33.491244,-112.047956,"3708 N 16th St
Phoenix, AZ 85016",2.5,Dive Bars,Bars,Nightlife,,,
Las Cazuelas Mexican Food Restaurant,tNdb_01AHU3O1_ISE2Mf1w,5,33.4663506,-112.1711226,"5150 W McDowell Road
Phoenix, AZ 85035",3.5,Mexican,Restaurants,,,,
Space Age Restaurant,dMXYzSsh7CnIX_6KixDW8A,27,32.9479262,-112.7128951,"401 E Pima St
Gila Bend, AZ 85337",3,Breakfast & Brunch,American (Traditional),Diners,Restaurants,,
WinCo Foods,4dV7lNiORN8Nb4BDsNZ9WA,22,33.6388158,-112.1849973,"5850 W Bell Rd
Glendale, AZ 85308",4,Food,Grocery,,,,
Casa Grande Steakhouse,24g1ECQgdTw3BHokYCFWZA,3,32.876848024,-111.7534607649,"109 E 2nd St
Casa Grande, AZ 85122",2.5,Steakhouses,Restaurants,,,,
Scottsdale,77oW-QeIXbUoTbUbrdD2aA,4,33.4581723,-111.9146789,"7700 E Roosevelt St
Scottsdale, AZ 85257",3,,,,,,
Grand Dragon,CICu2tclxRB7JgW_I2a8rQ,9,33.5676972,-112.1609791,"4730 W Olive Ave
Glendale, AZ 85302",3.5,Chinese,Restaurants,,,,
Full Circle Auto Wash,tF5_L4xs2cK0O28hIWHnrw,3,33.3932816,-111.6807231,"6951 E Southern Avenue
Mesa, AZ 85209",3,Car Wash,Automotive,,,,
Gourmet House of Hong Kong,ykfTh6HI219NoMsWBxulxw,57,33.4659091,-112.0503324,"1438 E McDowell Rd
Phoenix, AZ 85006",3.5,Chinese,Restaurants,,,,
Jade Spirit Community Acupuncture,XlrLoXFcKfw8CFoMLdKacw,3,33.495447,-112.005855,"3520 E Indian School Rd
Suite A
Phoenix, AZ 85018",2.5,Acupuncture,Health & Medical,,,,
Angel Touch Nails,5-SrbSMEZ-FCc-xjRPXjDQ,6,33.377663,-112.1706789,"5130 W Baseline Rd
Phoenix, AZ 85003",2.5,Beauty & Spas,Nail Salons,,,,
Blue Coyote Cafe,i5Mf5SAxFFNt_MTxAPCH6A,19,33.5385954,-111.8656895,"Talking Stick Resort
9800 E Indian Bend Rd
Scottsdale, AZ 85256",3.5,American (Traditional),Restaurants,,,,
Rally's,85jjTjJ9_bTCTdjkUJI7SQ,3,33.306125,-111.8603335,"1050 W Chandler Rd
Chandler, AZ 85224",3,Fast Food,Restaurants,,,,
Cien Agaves Tacos & Tequila,KoIRdcIfh3XWxiCeV1BDmA,173,33.4942939,-111.925316,"7228 E 1st Ave
Scottsdale, AZ 85251",3.5,Mexican,Restaurants,,,,
Celebrity Theatre,BcBxTyj09Wu-w0KA1QvKTA,40,33.4544224,-112.0147669,"440 N 32nd St
Phoenix, AZ 85008",3.5,Arts & Entertainment,Performing Arts,Nightlife,Music Venues,,
Zone Athletic Performance,7BmhTr-znSgYECcv3bfvSw,3,33.629858,-111.900187,"15820 N 84th St
Ste 100
Scottsdale, AZ 85260",5,Active Life,Gyms,Trainers,Fitness & Instruction,,
Fry's & Fry's Marketplace,StwBhPYVo-q-x1FccSmzwQ,7,33.711118,-112.201535,"6625 W Happy Valley Road
Glendale, AZ 85310",4,Food,Grocery,Shopping,Drugstores,,
Aj's Fine Foods,UWc8_M-ecCNLfrkIzwwRQA,24,33.6713057,-112.2045583,"20250 N 67th Ave
Apt 1118
Glendale, AZ 85308",4,Grocery,Shopping,Florists,Food,"Beer, Wine & Spirits",Caterers
Round Table Pizza,_ISHH8x8Qe6IoVTQWegbpQ,4,33.4361911,-112.0136128,"Phoenix Sky Harbor Airport
Terminal 2
Phoenix, AZ 85034",2,Pizza,Restaurants,,,,
R Bar,NrFnBSO-0m5aQWyA0yj9_Q,3,33.2984719,-111.8937416,"Hilton Phoenix Chandler
2929 W Frye Road
Chandler, AZ 85224",3.5,Bars,Nightlife,,,,
Sumits Yoga,fxgmP9FrYBC5ZysZTCbnEQ,15,33.320211,-111.912266,"4050 W Ray Rd
Chandler, AZ 85226",4.5,Active Life,Yoga,Fitness & Instruction,,,
All Stylez Barbershop,OwyrfRgCQOuGv0nejUaWzQ,6,33.6387561,-112.3891486,"15170 W Bell Rd
Surprise, AZ 85374",4,Barbers,Beauty & Spas,,,,
Burger King,uj6l40XDcMKnbBX-ogiaeg,3,33.42148,-111.940891,"25 W University Dr
Tempe, AZ 85281",1.5,Burgers,Fast Food,Restaurants,,,
Dolce Espresso Video Coffee Bar,1xu5wFd0TeBg6xNBiRtknw,23,33.5092093,-112.0594876,"1025 E Camelback Rd
Phoenix, AZ 85014",3.5,Coffee & Tea,Music Venues,Food,Arts & Entertainment,Nightlife,Restaurants
Southeast Regional Library,X_sZ5PxFj6K0_TOOV4xKoA,5,33.3637621137,-111.7376529266,"775 N Greenfield Rd
Gilbert, AZ 85234",4.5,Libraries,Public Services & Government,,,,
Jared Galleria of Jewelry,EwSCI5IseOKsNj_ucJAgCw,6,33.3193648,-111.9671696,"7181 W Ray Rd
Chandler, AZ 85226",2.5,Shopping,Jewelry,,,,
STA Travel,d2CqQ7OZ5m1XtcuPAnMhpg,4,33.3117467,-111.9169283,"585 N Juniper Dr.
Ste 205
Chandler, AZ 85226",2,Hotels & Travel,Travel Services,,,,
Stag Tobacconists and Gifts,2DaL7hKkBXZ2hHsi0AnMlQ,6,33.569402,-112.1204191,"9201 N 29th Ave
Phoenix, AZ 85051",4,Tobacco Shops,Shopping,,,,
Sal's Pizza,0j2UisBk89SHqihr0IdlJw,14,33.414851,-111.9258567,"922 E Apache Blvd
Tempe, AZ 85281",3.5,Pizza,Restaurants,,,,
Siam Oishi,GFcKf648xaDTdJcymIm2rQ,6,33.6182525,-111.8978162,"14880 N Northsight Blvd
Ste 103
Scottsdale, AZ 85260",3,Thai,Japanese,Restaurants,,,
Central Valley Dentistry,x5GprJ443c6AhzbU6Vf4_Q,4,33.5285219,-112.0652717,"6232 N 7th St
Ste 201
Phoenix, AZ 85014",5,Health & Medical,Dentists,Cosmetic Dentists,,,
Easley's Fun Shop,StiQ_lcCY8sX4JI-J6Mufg,47,33.465496,-112.081138,"509 W McDowell Rd
Phoenix, AZ 85003",4.5,Arts & Crafts,Shopping,Costumes,,,
Goodwil,QtfHhnz1biApPV0jVdLDWw,6,33.334466,-111.947036,"575 W Warner Rd
Tempe, AZ 85284",3,Local Services,Community Service/Non-Profit,Thrift Stores,Shopping,,
Scottsdale Running Company,2n3D9CmigVKmj7Jz3zKhnQ,4,33.523893,-111.8989966,"8443 E McDonald Dr
Scottsdale, AZ 85250",4.5,Active Life,Sports Clubs,,,,
Phoenix Convention Center,F6BedoYgbAQHqwKX9F0zDQ,34,33.449682,-112.0702972,"100 N 3rd St
Phoenix, AZ 85004",4,Event Planning & Services,Venues & Event Spaces,,,,
Bosa Donuts,Xq1FtLSV54Spf-HfONc1aA,73,33.4953972,-112.0010971,"3722 E Indian School Rd
Phoenix, AZ 85018",4.5,Food,Donuts,Breakfast & Brunch,Restaurants,,
Seoul Jung,z29_Qhpju0M4fBkhNfdiqg,5,33.578533,-112.152357,"10040 N 43rd Ave
Ste 1K
Glendale, AZ 85302",3.5,Korean,Restaurants,,,,
Southwest Gardener,lQ-eH2PBkH7uPQELbZuGHA,3,33.4796336,-112.0913821,"2809 N 15th Avenue
Phoenix, AZ 85007",5,Shopping,Nurseries & Gardening,Home & Garden,,,
The Nail Forum,69xP04Hu5pxYi00DDCZIMQ,5,33.351262,-111.8078452,"78 N Cooper Rd
Gilbert, AZ 85233",3.5,Beauty & Spas,Nail Salons,,,,
Jackalope Flats,CNS4j16dzLWDPEV-UM9SLg,3,33.4340826379,-111.9944143295,"Phoenix Sky Harbor Airport
4225 E Sky Harbor Blvd
Phoenix, AZ 85034",1.5,American (Traditional),Restaurants,,,,
Cactus Window Cleaning,b059Dpa7VhJ6kulhXX3pZQ,6,33.383848,-112.131565,"3338 W Shumway Farm Rd
Phoenix, AZ 85041",4.5,Window Washing,Home Services,,,,
Solis Women's Health,JX-q6kCF2J4eBPTs1JrkFQ,3,33.4873935,-112.0532876,"1313 E Osborn Rd
Phoenix, AZ 85014",3.5,Medical Centers,Health & Medical,,,,
DSW Designer Shoe Warehouse,zPPmfxqr9StHSSS8QTaPag,6,33.31081,-111.772012,"San Tan Village
2803 South Market Street, Suite 101
Gilbert, AZ 85296",5,Fashion,Shopping,Shoe Stores,,,
Fatburger,Fd0mINs0v_cma-ORPDBQSQ,14,33.678615,-111.9746066,"Desert Ridge Marketplace
21001 N Tatum Blvd, Bldg 34-1140
Pheonix, AZ 85050",3,Burgers,Fast Food,Restaurants,,,
Greulich's Automotive,lW2u_ezo48Q1kosRbkkWAA,4,33.626374,-111.90161,"15455 N 83rd Way
Phoenix, AZ 85003",2,Auto Repair,Automotive,,,,
Cave Creek Golf Course,AjHhlZJ7FSp7l6f2OBm3bQ,5,33.6233879,-112.0996716,"15202 N 19th Ave
Phoenix, AZ 85023",3,Active Life,Golf,,,,
Cork Restaurant,iV7D7fHKb-bF9fCL_bEMtA,112,33.2475,-111.87918,"4991 S Alma School Rd
Ste 101
Chandler, AZ 85248",4,American (New),Restaurants,,,,
Safeway,yq4NDtkYiNv__Qik0TYzyQ,5,33.451376,-112.393973,"440 N Estrella Pkwy
Goodyear, AZ 85338",2.5,Grocery,Shopping,Florists,Drugstores,Food,Flowers & Gifts
Theo's Spartan Grill,tO_iqxmqoVtALIeA-dxJLQ,4,33.4218916,-111.9092417,"1825 E University Dr
Tempe, AZ 85281",3,Greek,Mediterranean,Restaurants,,,
The Buckle,-NbEHP2GHFNb5PnmJnd4qQ,3,33.305681,-111.897553,"3111 W Chandler Boulevard
Chandler, AZ 85226",4,Women's Clothing,Men's Clothing,Fashion,Shopping,Accessories,
Club Red Swing,uYiP4ccqDzw999HYmuFvyA,8,33.421385,-111.893092,"2155 E University Dr
Tempe, AZ 85281",3.5,Jazz & Blues,Arts & Entertainment,Nightlife,Dance Clubs,,
Mesquite Branch Library,NtRs2Xd64mRLe6jGUTXziw,16,33.604665,-111.983689,"4525 E Paradise Vlg Pkwy N
Phoenix, AZ 85032",4.5,Libraries,Public Services & Government,,,,
Phoenix Pediatrics Ltd,OtVX0d76CjAswVxbpbmZPA,4,33.654669,-111.978898,"4735 E Union Hills Drive
Phoenix, AZ 85050",4,Doctors,Health & Medical,,,,
Bistro 202,2cMWbJvpxgmSAWoRQzcNIA,6,33.450611,-112.074198,"202 N Central Ave
Phoenix, AZ 85004",3,American (Traditional),Restaurants,,,,
Subway,Vvh2Hd4SsZjEEfKLNKAEWw,5,33.4793076,-112.0738063,"2817 N Central Ave
Phoenix, AZ 85004",3.5,Fast Food,Sandwiches,Restaurants,,,
Embassy Suites Hotel,LtJszEtHhXMZR0y6lbdswA,6,33.4640706,-111.9868793,"1515 N 44th St
Phoenix, AZ 85008",3,Hotels & Travel,Event Planning & Services,Hotels,,,
"Arcadia Farms, Heard Museum",beZVUfO1d2fS0wG8Alrvhg,7,33.4726589,-112.0734644,"2301 N Central Ave
Phoenix, AZ 85004",4,Food,"Beer, Wine & Spirits",Sandwiches,Restaurants,,
Wagner Dance Arts,EEP1M2-gYEy5R462rPmPuw,3,33.3612155,-111.787867,"645 N Gilbert Road
Gilbert, AZ 85234",3.5,Arts & Entertainment,Performing Arts,,,,
Mandala Tea Room,E8z9E0aFDYwC7KQuEU3GYA,38,33.497291,-111.9300012,"7027 E 5th Ave
Scottsdale, AZ 85251",4,Food,Coffee & Tea,Vegan,Restaurants,,
NOCA,DcrM4hwDcU2G6vuh2cnaYQ,268,33.5100097,-112.0152845,"3118 E Camelback Rd
Phoenix, AZ 85016",4,American (New),Restaurants,,,,
Adrenalin Motorsports,miqp4EKs7OtzYOixc9uWzg,3,32.902277,-111.756713,"1824 N Pinal Ave
Casa Grande, AZ 85122",3.5,Automotive,Motorcycle Repair,,,,
Aj's Purveyor of Fine Foods,X7QrpTqyGM7ZcP3l1d-1sA,35,33.546,-111.96828,"7141 E Lincoln Dr
Paradise Valley, AZ 85253",4,Food,Grocery,,,,
Hong Kong Asian Diner,0g_KFvnPIkA8ywTXPPeRCg,15,33.321976,-111.928947,"9880 S Rural Rd
Tempe, AZ 85284",4,Asian Fusion,Buffets,Chinese,Restaurants,,
Harkins Cine Capri at Tempe Marketplace,1pGC-0jvQ6vN5rzmCHjmfg,89,33.4329724,-111.9043028,"2000 E Rio Salado Pkwy
Tempe, AZ 85281",4,Arts & Entertainment,Cinema,Performing Arts,,,
Sprouts Farmers Market,kgm46SAqlVObnRKjcyDMyA,11,33.436205,-111.789088,"1933 E Brown Rd
Mesa, AZ 85203",4,Food,Health Markets,Grocery,Specialty Food,,
Jamba Juice,a5N-FJqNPOmhoTV5JkQrww,10,33.4842339783,-112.0751165635,"3110 N Central Ave
Ste 100
Phoenix, AZ 85012",4.5,Food,Juice Bars & Smoothies,,,,
Hilberto's Mexican Food,xqg3eJBQjPTeNJAk33Bm9A,3,33.5520548,-112.1864245,"7910 N 59th Avenue
Glendale, AZ 85301",3,Mexican,Restaurants,,,,
Scottsdale Child Care & Learning Center at Raintree,gfj0gqRkvwn5-vkx8sFjdA,3,33.613111,-111.8777,"13831 N 94th St
Scottsdale, AZ 85260",5,Local Services,Preschools,Education,Child Care & Day Care,,
Fabric Depot and Supplies,ttjDIKdZcEB3bREqv4V2JQ,4,33.63902,-112.030201,"16803 N Cave Creek Rd
Phoenix, AZ 85073",4.5,Arts & Crafts,Shopping,Fabric Stores,,,
Ramiros Mexican Food,GZ9Bzur_XJGGu_oD5BOkOw,3,33.5663188,-112.2526443,"8987 W Olive Avenue
Peoria, AZ 85345",2.5,Mexican,Restaurants,,,,
Mariscos Playa Hermosa,Cp6JGY5YIRncTV_My9nf9g,84,33.4576266,-112.0474748,"1605 E Garfield St
Phoenix, AZ 85006",4.5,Seafood,Mexican,Restaurants,,,
Kona Grill,oIkwj10HmUiognO68j7jOg,67,33.6737677,-111.9638394,"5310 E High St
Ste 101
Phoenix, AZ 85054",3,American (Traditional),Sushi Bars,Restaurants,,,
Dana Winn Trims,8z7NiCGUWVXj-Wg9rMJJ_w,7,33.622131,-112.031243,"14848 N Cave Creek Rd
Ste 37
Phoenix, AZ 85032",5,Hair Salons,Beauty & Spas,,,,
Wendy's,6YXNqpgPGTmhAU1YTHAR1Q,4,33.4356643,-112.0104596,"Sky Harbor Airport Terminal 2
3200 Sky Harbor Blvd
Phoenix, AZ 85034",2.5,Fast Food,Restaurants,,,,
The Residences On High Street,HcYhzByowg5ByxLL4QgMJw,4,33.6756042,-111.9664335,"5355 E High St
Ste 204
Phoenix, AZ 85054",4,Home Services,Real Estate,Apartments,,,
Marshalls Store,4tEJBFFpMczW9cQpVN0c8g,6,33.3003757,-111.741328,"2739 S Market St
Gilbert, AZ 85296",3.5,Department Stores,Fashion,Shopping,,,
SoftQue Computers,riOFfiFBYysoPJ8xkoMoew,3,33.3950098,-111.6846181,"1155 S Power Rd
Ste 107
Mesa, AZ 85206",3.5,Local Services,IT Services & Computer Repair,,,,
Yoli's Cafe,kfscAJnLVf6J2uEte7g-5A,94,33.299873,-111.842586,"241 S Oregon St
Chandler, AZ 85225",4,Burgers,Breakfast & Brunch,Restaurants,,,
Daily Bistro,rluuxDPHiP9Z4qtNO66eTw,3,33.5111019,-111.9862958,"5045 N 44th St
Phoenix, AZ 85018",4.5,Breakfast & Brunch,Restaurants,,,,
Cherry on Top,Pyu7o8W7I5l4h1-QhgGJBA,11,33.7790684,-111.925754,"32421 N. Scottsdale Road
#115
Scottsdale, AZ 85266",4,Food,Ice Cream & Frozen Yogurt,,,,
IRCA Furniture Showroom,4wFtsbMr_6J3oidB6A7XIA,8,33.6277676,-112.0254179,"2620 E Greenway Rd
Phoenix, AZ 85032",4,Shopping,Home & Garden,Furniture Stores,,,
Macayo's Mexican Kitchen,wzIPW_XyKc2DBWdOUM5hlQ,59,33.5871771,-111.9255397,"11107 N Scottsdale Rd
Scottsdale, AZ 85254",3,Mexican,Restaurants,,,,
Spectrum Dermatology,RcHlO31-LK8w7uFqr3vHHg,4,33.581322,-111.921151,"7425 E Shea Blvd
Ste 110
Scottsdale, AZ 85260",5,Dermatologists,Doctors,Health & Medical,,,
Lakeside Restaurant & Cantina,bpPVn4nF8YR40BjhO6YP1w,12,33.535957553,-111.4236831665,"16802 N Hwy 88
Apache Junction, AZ 85219",3.5,American (Traditional),Restaurants,,,,
Verizon Wireless,TcB2FSAwS5jeumxy99EvHQ,5,33.6364914934,-111.9241197551,"16447 N Scottsdale Rd
Spc109
Scottsdale, AZ 85254",3,Shopping,Home Services,Internet Service Providers,Mobile Phones,Professional Services,Electronics
Jersey Mike's Subs,CQDxI8giIc6Kg9hQFLC6Uw,25,33.306349,-111.891192,"2780 Chandler Blvd
Chandler, AZ 85224",3.5,Sandwiches,Restaurants,,,,
McDonald's,R3L39gk3wtjTC9WaJKPyoA,10,33.4512379,-112.0822583,"223 N 7th Ave
Phoenix, AZ 85007",2.5,Burgers,Fast Food,Restaurants,,,
San Antigua Apartments,yKMn9JUT53MAlsnrbuHAig,8,33.55299,-111.903869,"8311 E Via De Ventura
Scottsdale, AZ 85258",2.5,Home Services,Real Estate,Apartments,,,
Desert Family Dental,Fi8DklbiZUAQmgHvK_kOhQ,4,33.413324,-111.873436,"1911 W Main St
Ste 6
Mesa, AZ 85201",4,Pediatric Dentists,Health & Medical,Dentists,General Dentistry,Cosmetic Dentists,
Yuri's Popcorn & More,SwMqbqCLXy8XDH1rEGQ8rw,9,33.5250892,-111.9253313,"6107 N Scottsdale Rd
Ste C108
Scottsdale, AZ 85250",5,Food,Specialty Food,Farmers Market,Desserts,,
The Ruby Room,GGWy3DXuR5yCMeoaxd_6NQ,26,33.440413,-112.073431,"717 S Central Ave
Phoenix, AZ 85073",3.5,Bars,Nightlife,,,,
Little Rangoon Taste of Burma,KG3GwIcMKf0qYAtA-hN1MA,30,33.5825532,-111.9301931,"7000 E Shea Blvd
Ste 1580
Scottsdale, AZ 85254",4.5,Burmese,Restaurants,,,,
DC Ranch Village Health Club and Spa,9KWa4gOWYmkzDJjwBlenUg,20,33.6561934,-111.8660594,"18501 N Thompson Peak Pkwy
Scottsdale, AZ 85255",5,Active Life,Gyms,Fitness & Instruction,,,
Dameron Brett DDS,SC7y-w80q2-85iDDCFuQqA,3,33.5988822,-112.0134332,"12320 N 32nd St
Phoenix, AZ 85032",3.5,Health & Medical,Dentists,General Dentistry,,,
HoneyBaked Ham,-luJmoJUWtS4iQh7Bbbblw,7,33.5677839,-112.1672533,"5066 West Olive Avenue
Glendale, AZ 85302",3.5,Delis,Restaurants,,,,
Club 42 Permanent Cosmetics,bv0eTmpT08aW7A2mHItK0Q,4,33.582018,-112.011259,"3241 E Shea Blvd
Ste 9
Phoenix, AZ 85028",5,Eyelash Service,Makeup Artists,Beauty & Spas,,,
Value Village Thrift Stores,uO8cc--21RSmX8tNbCar8A,5,33.5385228,-112.1743661,"5346 W Glendale Ave
Glendale, AZ 85301",4,Thrift Stores,Shopping,,,,
Golden Corral,MpFziuV66BreNV1VMCYs9g,16,33.4511554,-112.3415813,"420 N Dysart Rd
Goodyear, AZ 85338",3,Buffets,Restaurants,,,,
Fresh & Easy Neighborhood Market,s5_17bbWETxeeXaIukZxfg,14,33.626344,-112.132496,"3434 W Greenway Rd
Phoenix, AZ 85053",4.5,Food,Grocery,,,,
Children's Museum Of Phoenix,FCJHirFzEtj4M1VcuaKieg,100,33.4503996,-112.0648845,"215 N 7th St
Phoenix, AZ 85034",4.5,Museums,Arts & Entertainment,,,,
Sonora Quest Laboratories,Y0QB9A4M0mfnEEaW4f-V8g,3,33.3997,-111.7883,"1432 S Dobson Rd
Ste 202
Mesa, AZ 85204",2.5,Medical Centers,Health & Medical,,,,
Triangles,k6i-IXcjyaUgYxhqR2VHkg,6,33.4702778,-111.9261273,"2013 N Scottsdale Rd
Scottsdale, AZ 85257",4,Lingerie,Shopping,Fashion,Swimwear,,
Hansen's Plumbing Service,20VcLqnVQyU474tes1ar-w,4,33.49285,-111.904369,"8202 E Fairmount Ave
Scottsdale, AZ 85251",5,Plumbing,Home Services,,,,
Packard Baseball Stadium,rWfLMWLCTN3227FnrLoQ-Q,7,33.4276807,-111.9279877,"201 S Packard Dr
Tempe, AZ 85281",4,Arts & Entertainment,Stadiums & Arenas,,,,
Yasda Bento,Em8zrIuxwBXnIZMDMreErQ,20,33.4493946,-112.0743318,"18 W Adams St
Phoenix, AZ 85003",3,Korean,Japanese,Restaurants,,,
Cookiez On Mill,AsSCv0q_BWqIe3mX2JqsOQ,74,33.4248802613,-111.9401988387,"514 S Mill Ave
Ste 102
Tempe, AZ 85281",4,Food,Desserts,Ice Cream & Frozen Yogurt,,,
JCPenney,kwq3bK7BzPKLwXKqVRztHg,9,33.6441926,-112.2273178,"7750 W Arrowhead Towne Center
Glendale, AZ 85308",3,Women's Clothing,Department Stores,Fashion,Shopping,Baby Gear & Furniture,
Peter Piper Pizza,lPmKXXcXVYkug5q9hhX2Jw,3,33.4294592,-111.8716076,"1906 W 8th St
Mesa, AZ 85201",2.5,Pizza,Restaurants,,,,
Camus,WO8I1ab_MLQ-4M1wIEzTag,15,33.49112,-112.079081,"401 W Clarendon Ave
Phoenix, AZ 85013",4.5,Nightlife,Restaurants,,,,
Baba-Ganush,vJOzlJdQjNT4YIh3KriqsA,4,33.5253546,-112.1029093,"2019 W Bethany Home Rd
Phoenix, AZ 85073",2.5,Middle Eastern,Restaurants,,,,
Trader Joe's,Rg2IrML03E10C2R5A9d9OQ,65,33.5294368,-111.9275797,"6202 N Scottsdale Rd
Scottsdale, AZ 85253",4.5,Food,"Beer, Wine & Spirits",Grocery,,,
P.F. Chang's China Bistro,Eq6HUYlnhF__d1ie-I2RMg,30,33.634684,-112.235193,"16170 N 83rd Ave
Peoria, AZ 85385",3.5,Gluten-Free,Asian Fusion,Chinese,Restaurants,,
Petco,oqr6xovYM2BRrLojaO26Dg,3,33.3356151,-111.7585784,"1415 East Warner Rd
Gilbert, AZ 85296",2.5,Pet Services,Pet Groomers,Pet Training,Pets,Pet Stores,
Canvas@1011,IQ2I_5aRUkHE7kUDBs8AmA,5,33.45948,-112.069055,"1011 N 3rd St
Phoenix, AZ 85004",2,Nightlife,,,,,
Tocaloma Spa & Salon,VBBdUc2nuBeMLW9bOjwaDA,4,33.594818,-112.065439,"11111 N. 7th St.
Phoenix, AZ 85020",4,Day Spas,Nail Salons,Beauty & Spas,,,
Great Wall Buffet,JmKgenzB37i3xcK0rJkDmQ,12,33.58293,-112.1513854,"10605 N 43rd Ave
Phoenix, AZ 85029",2.5,Buffets,Chinese,Restaurants,,,
Jack in the Box,i0JADvpUk_vFzx90qYb2cg,4,33.2487088,-111.6238147,"21292 E Ocotillo Rd
Queen Creek, AZ 85242",3,Fast Food,Restaurants,,,,
Golden Spoon Frozen Yogurt,zW6ZkumoG4I38TPdoeA5cQ,5,33.33657,-111.757073,"754 S Val Vista Dr
Gilbert, AZ 85296",4.5,Food,Ice Cream & Frozen Yogurt,,,,
Troon North Golf Club,jIIcZ64vo9EomZrCYEBO3g,9,33.746115,-111.8586077,"10320 E Dynamite Blvd
Scottsdale, AZ 85262",4.5,Active Life,Golf,,,,
Schlotzsky's,4O8NrAHjO6Tb_Xa_YT-Xjg,4,33.5679047,-112.1178872,"9016 N Black Canyon Hwy
Phoenix, AZ 85051",4,Fast Food,Sandwiches,Restaurants,,,
Chicagoland Hotdogs & More,EqZl_lQdB3GVFHCoD7sOyg,14,33.436623,-111.684534,"1152 N Power Rd
Mesa, AZ 85205",3.5,Food,Ethnic Food,Specialty Food,Sandwiches,Restaurants,Hot Dogs
Twin Palms Hotel,zmggd2Opk9pGWoQejsSfWQ,6,33.414249,-111.935878,"225 E Apache Blvd
Tempe, AZ 85281",2.5,Hotels & Travel,Event Planning & Services,Hotels,,,
Avis Rent A Car,apjPsC0F3rs2pAX2P3Dc8A,8,33.449188,-112.0772,"Sky Harbor Internati
Phoenix, AZ 85003",2.5,Hotels & Travel,Car Rental,,,,
Luminarias,yeuy070bBkc4CD71M1VZIA,14,33.4606143,-111.9477777,"Desert Botanical Gardens
1201 N Galvin Pkwy
Phoenix, AZ 85008",4,Local Flavor,,,,,
Walmart,YRWuNpZHoSpy0zPpc7TzqQ,19,33.623381,-111.893789,"15355 N. Northsight Blvd.
Scottsdale, AZ 85260",3.5,Department Stores,Grocery,Fashion,Shopping,Food,Mobile Phones
Video Paradise,F78kWIJw1PrfS4CbB3qk4g,12,33.3358872,-111.8590672,"2050 N Alma School Rd
Ste 7
Chandler, AZ 85224",5,Videos & Video Game Rental,"Books, Mags, Music & Video",Shopping,Adult,,
New York NY Fresh Deli,CSr0ur66eNbIskCy-UGdHg,14,33.299739,-111.841909,"250 S Arizona Ave
Chandler, AZ 85225",3.5,Delis,Sandwiches,Restaurants,,,
Walmart,89yv89wcF_-ehN7_pUnl6w,21,33.3493572,-111.9603174,"1380 W Elliot Rd
Tempe, AZ 85283",2,Department Stores,Grocery,Fashion,Shopping,Food,Mobile Phones
Phoenix BBQ & Deli,-h9LochyBgKpsLwNXfTiOw,9,33.5674985,-112.1670965,"5010 W Olive Ave
Glendale, AZ 85302",3,Barbeque,Restaurants,,,,
Mercer's Restaurant,cyxnQ6EocFbAENe7nRwx4Q,7,33.5806052,-112.2683946,"9720 W Peoria Ave
Peoria, AZ 85345",4,American (New),Restaurants,,,,
Jersey Mike's Subs,qarobAbxGSHI7ygf1f7a_Q,9,33.3788385,-111.8120071,"891 E Baseline Rd
Suite 102
Gilbert, AZ 85233",3.5,Sandwiches,Restaurants,,,,
Fry's & Fry's Marketplace,iREJWfv8vLr6fBrGyg0IOg,9,33.379449,-111.910507,"5100 S McClintock Dr
Tempe, AZ 85282",4.5,Shopping,Drugstores,,,,
